Rank,Name,Country,Sector,Absolute Growth Rate (%),Compound Annual Growth Rate (%),Revenue 2022 (€),Revenue 2019 (€),Number of employees 2022,Number of employees 2019,Founding Year,Country Code,Total Revenue 2022 (€),Population 2022,GDP 2022 (€)
387,Intent HQ,UK,IT & Software,431.8,74.6,12360466.0,2435764.0,93,45,2010,GBR,5744139508.0,66971395,2893534419072.2114
388,ING2K,France,Construction & Engineering,430.5,74.4,51139707.0,9639240.0,8,3,2017,FRA,3336947062.0,67971311,2603175697935.03
389,Kumulus Vape,France,Ecommerce,427.7,74.1,55676665.0,10551671.0,64,26,2012,FRA,3336947062.0,67971311,2603175697935.03
390,Stenn Technologies,UK,Fintech Financial Services & Insurance,427.1,74.0,110220464.0,19991073.0,100,45,2015,GBR,5744139508.0,66971395,2893534419072.2114
391,Ergotopia,Germany,Ecommerce,426.0,73.9,17070729.0,3245473.0,37,14,2014,DEU,3735278366.0,83797985,3824049172030.187
392,Neofollics Hair Technology,Netherlands,Pharmaceuticals & Cosmetics,425.1,73.8,2037153.0,387948.0,7,3,2015,NLD,367871630.0,17700982,945503780118.286
393,Matillion,UK,IT & Software,423.6,73.7,78305655.0,14295523.0,600,138,2011,GBR,5744139508.0,66971395,2893534419072.2114
394,Aiviewgroup,Italy,Professional Scientific & Technical Services,422.6,73.5,2415952.0,462305.0,12,5,2012,ITA,6072359015.0,58940425,1919988802837.6548
395,Wolf & Badger,UK,Retail,420.8,73.3,33452972.0,6731900.0,110,52,2009,GBR,5744139508.0,66971395,2893534419072.2114
396,Mubi,UK,Media & Telecommunications,420.6,73.3,56636321.0,11401524.0,233,43,2008,GBR,5744139508.0,66971395,2893534419072.2114
397,Nacelexpert,France,Manufacturing,418.7,73.1,12286850.0,2368632.0,7,3,2017,FRA,3336947062.0,67971311,2603175697935.03
398,Imperialgroup,Italy,Furniture & Interiors,418.5,73.1,19759507.0,3811009.0,7,6,2016,ITA,6072359015.0,58940425,1919988802837.6548
399,iM Global Partner,France,Fintech Financial Services & Insurance,416.0,72.8,90590741.0,17557603.0,105,24,2015,FRA,3336947062.0,67971311,2603175697935.03
400,Percinque,Italy,Management Consulting,414.7,72.7,2813839.0,546702.0,4,4,2012,ITA,6072359015.0,58940425,1919988802837.6548
401,Inkitt,Germany,Leisure & Entertainment,413.4,72.5,21386406.0,4165955.0,107,56,2013,DEU,3735278366.0,83797985,3824049172030.187
402,Econelo,Germany,Wholesale,412.9,72.5,12647000.0,2466000.0,35,30,2017,DEU,3735278366.0,83797985,3824049172030.187
403,AIHR,Netherlands,Education & Social Services,412.7,72.4,8882154.0,1732471.0,62,13,2016,NLD,367871630.0,17700982,945503780118.286
404,Drop,Italy,Ecommerce,412.3,72.4,31604979.0,6169295.0,30,22,2000,ITA,6072359015.0,58940425,1919988802837.6548
405,Dilc,Italy,Ecommerce,412.2,72.4,39456356.0,7703810.0,12,13,2013,ITA,6072359015.0,58940425,1919988802837.6548
406,Leogra Trading,Germany,Ecommerce,410.6,72.2,10653338.0,2086444.0,15,8,2014,DEU,3735278366.0,83797985,3824049172030.187
407,The Mobility House,Switzerland,Energy & Utilities,408.0,71.9,40378746.0,7949168.0,212,94,2010,CHE,1154978447.0,8775760,766620149578.3816
408,Incloud Team,Italy,IT & Software,407.8,71.9,1538554.0,303013.0,24,9,2003,ITA,6072359015.0,58940425,1919988802837.6548
409,Gyada Cosmetics,Italy,Retail,407.7,71.9,5036260.0,991971.0,14,7,2017,ITA,6072359015.0,58940425,1919988802837.6548
410,o2o,Belgium,Fintech Financial Services & Insurance,407.5,71.8,38261183.0,7539237.0,27,10,2016,BEL,270972276.0,11685814,546504122379.75134
411,Hamilton Barnes,UK,Employment Services,406.1,71.7,24449979.0,5063229.0,112,20,2014,GBR,5744139508.0,66971395,2893534419072.2114
412,PensionBee,UK,Fintech Financial Services & Insurance,405.7,71.6,19958255.0,4136125.0,208,102,2014,GBR,5744139508.0,66971395,2893534419072.2114
413,SKY-NRG,Italy,Energy & Utilities,401.7,71.2,40620786.0,8096293.0,48,24,2007,ITA,6072359015.0,58940425,1919988802837.6548
414,Rouvy,Czech Republic,IT & Software,401.6,71.2,8810522.0,1673344.0,100,20,2013,CZE,491614260.0,10672118,272172848884.7023
415,Cava Energia,Italy,Energy & Utilities,400.3,71.0,2515525.0,502842.0,6,3,2016,ITA,6072359015.0,58940425,1919988802837.6548
416,Eat Happy Togo,Italy,Food & Beverages,399.5,70.9,10396702.0,2081228.0,144,47,2018,ITA,6072359015.0,58940425,1919988802837.6548
417,Vizion Network,UK,IT & Software,398.7,70.9,361893335.0,76049783.0,248,191,2008,GBR,5744139508.0,66971395,2893534419072.2114
418,Craft Circus,Germany,Hospitality & Travel,396.6,70.6,3358234.0,676262.0,30,11,2015,DEU,3735278366.0,83797985,3824049172030.187
419,Swixx BioPharma,Switzerland,Health Care & Life Sciences,396.4,70.6,710867488.0,143212455.0,1083,312,2013,CHE,1154978447.0,8775760,766620149578.3816
420,my Boo,Germany,Ecommerce,396.1,70.5,11974001.0,2413819.0,97,44,2013,DEU,3735278366.0,83797985,3824049172030.187
421,CharliDiscount,France,Ecommerce,396.0,70.5,8890073.0,1792225.0,3,3,2009,FRA,3336947062.0,67971311,2603175697935.03
422,MaxSolar,Germany,Energy & Utilities,395.7,70.5,93056281.0,18772754.0,157,53,2009,DEU,3735278366.0,83797985,3824049172030.187
423,GS Green Solar,Italy,Energy & Utilities,393.6,70.3,8616989.0,1745913.0,21,14,2013,ITA,6072359015.0,58940425,1919988802837.6548
424,Ocra Group,Italy,IT & Software,393.1,70.2,5482938.0,1112036.0,32,11,2016,ITA,6072359015.0,58940425,1919988802837.6548
425,Eviso,Italy,IT & Software,391.0,70.0,208102450.0,42384666.0,54,30,2012,ITA,6072359015.0,58940425,1919988802837.6548
426,Zugvogel Speditions,Austria,Logistics & Transportation,390.8,69.9,93865000.0,19124000.0,50,14,2015,AUT,214480483.0,9041851,441131302787.4191
427,Tra.Co.Gas.,Italy,Logistics & Transportation,390.4,69.9,18030536.0,3676799.0,24,5,1999,ITA,6072359015.0,58940425,1919988802837.6548
428,DMR Group,Poland,Automotive,389.0,69.7,14207255.0,3210447.0,7,3,2013,POL,1863345656.0,36821749,644566697354.571
429,Wivoo,France,Management Consulting,388.7,69.7,10346388.0,2116995.0,81,29,2018,FRA,3336947062.0,67971311,2603175697935.03
430,Fluentbe.com,Poland,Education & Social Services,386.9,69.5,3086499.0,633933.0,64,15,2015,POL,1863345656.0,36821749,644566697354.571
431,Jacasa,France,Retail,386.1,69.4,3426404.0,704934.0,9,4,2016,FRA,3336947062.0,67971311,2603175697935.03
432,Soorce,Germany,Employment Services,384.8,69.2,46908371.0,9676000.0,198,17,2004,DEU,3735278366.0,83797985,3824049172030.187
433,Inwedo,Poland,IT & Software,384.5,69.2,2608253.0,594842.0,34,10,2013,POL,1863345656.0,36821749,644566697354.571
434,eFarma Group,Italy,Ecommerce,383.6,69.1,43589229.0,9013836.0,74,12,2017,ITA,6072359015.0,58940425,1919988802837.6548
435,Blochergroup,Germany,Ecommerce,380.3,68.7,3542930.0,737704.0,5,2,2017,DEU,3735278366.0,83797985,3824049172030.187
436,Koala Babycare,Italy,Ecommerce,379.8,68.7,9609142.0,2002864.0,16,6,2017,ITA,6072359015.0,58940425,1919988802837.6548
437,Brio Group,Italy,Logistics & Transportation,377.2,68.4,32555547.0,6822124.0,793,42,2006,ITA,6072359015.0,58940425,1919988802837.6548
438,Funnel,Sweden,Advertising & Marketing,376.2,68.2,26637910.0,5966750.0,335,127,2014,SWE,608209082.0,10486941,554262386048.8254
439,Grizzly New Marketing,Belgium,Advertising & Marketing,375.3,68.1,3618832.0,761329.0,51,9,2010,BEL,270972276.0,11685814,546504122379.75134
440,Cos.Met. S.r.l. Fratelli Rubolino,Italy,Furniture & Interiors,372.6,67.8,30142170.0,6377480.0,144,46,1992,ITA,6072359015.0,58940425,1919988802837.6548
441,8Wines,Czech Republic,Food & Beverages,372.6,67.8,2535187.0,511093.0,6,3,2015,CZE,491614260.0,10672118,272172848884.7023
442,KBS Group,Germany,Employment Services,369.1,67.4,98503973.0,21000446.0,1900,1400,2011,DEU,3735278366.0,83797985,3824049172030.187
443,uBroker,Italy,Energy & Utilities,368.7,67.4,130308568.0,27800819.0,50,25,2014,ITA,6072359015.0,58940425,1919988802837.6548
444,Progetto Impresa,Italy,Management Consulting,367.3,67.2,1615956.0,345836.0,4,2,2011,ITA,6072359015.0,58940425,1919988802837.6548
445,Innov and Co Social Consulting,France,IT & Software,364.8,66.9,6491311.0,1396651.0,60,20,2016,FRA,3336947062.0,67971311,2603175697935.03
446,BitterLiebe,Germany,Ecommerce,363.9,66.8,15388605.0,3317019.0,32,13,2018,DEU,3735278366.0,83797985,3824049172030.187
447,Golf Travel Group,UK,Hospitality & Travel,363.5,66.7,13771784.0,3113740.0,16,9,2015,GBR,5744139508.0,66971395,2893534419072.2114
448,ICPF,France,Professional Scientific & Technical Services,362.9,66.7,4384322.0,947192.0,47,10,2013,FRA,3336947062.0,67971311,2603175697935.03
449,In.tech,Italy,Construction & Engineering,362.2,66.6,20092507.0,4347371.0,19,15,2013,ITA,6072359015.0,58940425,1919988802837.6548
450,Dalkeith Brokerage Limited,UK,Food & Beverages,361.8,66.5,10270722.0,2331028.0,5,4,2018,GBR,5744139508.0,66971395,2893534419072.2114
451,Simple Online Healthcare,UK,Health Care & Life Sciences,361.7,66.5,27486493.0,6239114.0,101,8,2015,GBR,5744139508.0,66971395,2893534419072.2114
452,Obiz,France,Advertising & Marketing,360.7,66.4,39990445.0,8681000.0,73,30,2010,FRA,3336947062.0,67971311,2603175697935.03
453,AIIC Group,UK,Legal & Accounting Services,360.6,66.4,89438971.0,20351886.0,663,217,2015,GBR,5744139508.0,66971395,2893534419072.2114
454,Isoclean,Italy,Health Care & Life Sciences,358.6,66.1,12218411.0,2664195.0,649,186,2016,ITA,6072359015.0,58940425,1919988802837.6548
455,CO.GE.MA. S.n.c. di Giuseppe Marchese & C.,Italy,Construction & Engineering,358.2,66.1,4370265.0,953723.0,6,6,2006,ITA,6072359015.0,58940425,1919988802837.6548
456,euShipments.com,Bulgaria,Logistics & Transportation,357.6,66.0,7949568.0,1737370.0,54,27,2012,BGR,42711231.0,6465097,84627257359.31952
457,Beam & Sagalink,France,Management Consulting,357.1,66.0,12423258.0,2717612.0,65,35,2016,FRA,3336947062.0,67971311,2603175697935.03
458,Ouihelp,France,Health Care & Life Sciences,355.7,65.8,8693645.0,1907891.0,228,68,2016,FRA,3336947062.0,67971311,2603175697935.03
459,Régie Portage,France,Employment Services,354.8,65.7,22445479.0,4935516.0,246,63,2016,FRA,3336947062.0,67971311,2603175697935.03
460,Arctic Stream,Romania,IT & Software,354.5,65.6,16491242.0,3766524.0,21,8,2017,ROU,44316403.0,19047009,281657592101.90967
461,Svea Solar,Sweden,Energy & Utilities,353.4,65.5,189687702.0,44624736.0,1086,325,2013,SWE,608209082.0,10486941,554262386048.8254
462,Extracadabra,France,Employment Services,351.9,65.3,11148361.0,2466750.0,54,17,2015,FRA,3336947062.0,67971311,2603175697935.03
463,Baoss,Spain,IT & Software,351.4,65.3,4665909.0,1033668.0,44,17,2013,ESP,1443070953.0,47778340,1328053696748.224
464,SPM,Germany,Construction & Engineering,351.4,65.3,78297586.0,17346167.0,20,11,2017,DEU,3735278366.0,83797985,3824049172030.187
465,Krulo,Netherlands,Automotive,351.3,65.3,2075000.0,459749.0,8,2,2018,NLD,367871630.0,17700982,945503780118.286
466,Archingest,Italy,Construction & Engineering,351.1,65.2,8156000.0,1808000.0,14,5,2005,ITA,6072359015.0,58940425,1919988802837.6548
467,Transferz,Netherlands,Hospitality & Travel,351.1,65.2,1583296.0,350982.0,60,15,2016,NLD,367871630.0,17700982,945503780118.286
468,CYE Energía,Spain,Energy & Utilities,351.1,65.2,78392312.0,17379727.0,20,10,2013,ESP,1443070953.0,47778340,1328053696748.224
469,B.G. Legno,Italy,Furniture & Interiors,350.7,65.2,15460902.0,3430050.0,31,19,1994,ITA,6072359015.0,58940425,1919988802837.6548
470,Bug BIte Thing Europe,Denmark,Health Care & Life Sciences,350.6,65.2,1617746.0,359000.0,4,1,1989,DNK,57589673.0,5903037,374836613381.8538
471,Opteamis,France,IT & Software,349.8,65.1,45460593.0,10107774.0,54,25,2005,FRA,3336947062.0,67971311,2603175697935.03
472,Wiechert Logistic,Germany,Logistics & Transportation,349.5,65.0,9911995.0,2204920.0,6,5,2012,DEU,3735278366.0,83797985,3824049172030.187
473,Apify,Czech Republic,IT & Software,347.7,64.8,5962256.0,1268804.0,14,4,2016,CZE,491614260.0,10672118,272172848884.7023
474,Schleeh & Wohlfahrt,Germany,Construction & Engineering,347.6,64.8,1978221.0,441924.0,14,2,2018,DEU,3735278366.0,83797985,3824049172030.187
475,Pure Gaming,France,Ecommerce,346.8,64.7,18387228.0,4115677.0,4,1,2010,FRA,3336947062.0,67971311,2603175697935.03
476,Blue Whale Growth Fund,UK,Fintech Financial Services & Insurance,345.9,64.6,8351459.0,1962883.0,10,7,2017,GBR,5744139508.0,66971395,2893534419072.2114
477,AP Italian Luxury,Italy,Apparel & Fashion,345.6,64.6,10665402.0,2393454.0,16,7,2016,ITA,6072359015.0,58940425,1919988802837.6548
478,WeAreDevelopers,Austria,IT & Software,345.0,64.5,7369831.0,1656027.0,37,35,2017,AUT,214480483.0,9041851,441131302787.4191
479,CB Chemie,Austria,Chemicals,344.3,64.4,39286000.0,8842000.0,15,4,2016,AUT,214480483.0,9041851,441131302787.4191
480,Broxon,Germany,Ecommerce,344.2,64.4,4639555.0,1044585.0,3,3,2010,DEU,3735278366.0,83797985,3824049172030.187
481,ITS International Transport Solution,Italy,Logistics & Transportation,343.8,64.3,25103573.0,5656748.0,17,8,2009,ITA,6072359015.0,58940425,1919988802837.6548
482,Swascan,Italy,IT & Software,343.7,64.3,5888000.0,1327000.0,57,24,2016,ITA,6072359015.0,58940425,1919988802837.6548
483,Pirene,Italy,Advertising & Marketing,342.9,64.2,5031644.0,1136115.0,70,18,1999,ITA,6072359015.0,58940425,1919988802837.6548
484,Beaumont Bailey,UK,Management Consulting,342.7,64.2,1748849.0,413996.0,12,4,2019,GBR,5744139508.0,66971395,2893534419072.2114
485,Hedemann,Germany,Wholesale,341.7,64.1,33791161.0,7650231.0,95,35,2017,DEU,3735278366.0,83797985,3824049172030.187
486,VM.PL,Poland,IT & Software,341.5,64.1,8639985.0,2162434.0,194,57,2004,POL,1863345656.0,36821749,644566697354.571
487,Sciuker Frames,Italy,Furniture & Interiors,341.1,64.0,47412562.0,10747554.0,115,11,1999,ITA,6072359015.0,58940425,1919988802837.6548
488,Langhammer,Germany,Automotive,339.1,63.8,2067859.0,470938.0,18,5,1949,DEU,3735278366.0,83797985,3824049172030.187
489,Fenyx Italia,Italy,Ecommerce,339.0,63.7,6470061.0,1473705.0,10,3,2015,ITA,6072359015.0,58940425,1919988802837.6548
490,Sweetcare.com,Portugal,Ecommerce,338.2,63.6,14956000.0,3413000.0,24,8,2006,PRT,1657826442.0,10409704,239042712346.92288
491,Atlas Identity,UK,IT & Software,337.9,63.6,5944497.0,1422614.0,18,10,2011,GBR,5744139508.0,66971395,2893534419072.2114
492,Afs,Italy,Logistics & Transportation,337.5,63.6,67543031.0,15437815.0,55,5,2016,ITA,6072359015.0,58940425,1919988802837.6548
493,GDA,Italy,Apparel & Fashion,333.9,63.1,35108760.0,8091538.0,606,149,2008,ITA,6072359015.0,58940425,1919988802837.6548
494,CampuStore,Italy,Education & Social Services,333.6,63.1,62995269.0,14528579.0,14,17,1994,ITA,6072359015.0,58940425,1919988802837.6548
495,T-Tex,Italy,Pharmaceuticals & Cosmetics,333.2,63.0,16526255.0,3814897.0,11,14,1984,ITA,6072359015.0,58940425,1919988802837.6548
496,Performa,Italy,Construction & Engineering,333.0,63.0,3287893.0,759411.0,14,8,2015,ITA,6072359015.0,58940425,1919988802837.6548
497,Růžový slon,Czech republic,Ecommerce,331.7,62.8,8330891.0,1838306.0,49,36,2010,CZE,491614260.0,10672118,272172848884.7023
498,Versa Design,Spain,Manufacturing,330.5,62.7,13896951.0,3228385.0,82,30,2008,ESP,1443070953.0,47778340,1328053696748.224
499,Reds10,UK,Construction & Engineering,330.3,62.6,94478092.0,23012218.0,208,28,2006,GBR,5744139508.0,66971395,2893534419072.2114
500,Alfonsino,Italy,Food & Beverages,330.2,62.6,4647959.0,1080368.0,50,12,2016,ITA,6072359015.0,58940425,1919988802837.6548
501,ITFS,Poland,IT & Software,328.6,62.4,30261355.0,7801756.0,400,180,2012,POL,1863345656.0,36821749,644566697354.571
502,Parafioriti Costruzioni,Italy,Construction & Engineering,328.5,62.4,6928819.0,1617049.0,8,6,2005,ITA,6072359015.0,58940425,1919988802837.6548
503,Southenergy,Italy,Energy & Utilities,327.8,62.3,3794642.0,887026.0,14,9,2008,ITA,6072359015.0,58940425,1919988802837.6548
504,Tattahome,Italy,Ecommerce,327.6,62.3,7850000.0,1835917.0,8,5,1984,ITA,6072359015.0,58940425,1919988802837.6548
505,Elsewhen,UK,IT & Software,327.5,62.3,9633769.0,2361526.0,57,23,2011,GBR,5744139508.0,66971395,2893534419072.2114
506,Direct Bullion,UK,Metals & Mining,325.1,62.0,17834576.0,4396748.0,7,4,2016,GBR,5744139508.0,66971395,2893534419072.2114
507,Optima Network,Spain,Advertising & Marketing,325.1,62.0,6028917.0,1418348.0,6,2,2009,ESP,1443070953.0,47778340,1328053696748.224
508,Scuccato,Italy,Construction & Engineering,324.0,61.9,8028061.0,1893230.0,42,30,2012,ITA,6072359015.0,58940425,1919988802837.6548
509,Energy Boost,Italy,Energy & Utilities,323.5,61.8,7500112.0,1770949.0,15,11,2011,ITA,6072359015.0,58940425,1919988802837.6548
510,Gardeon,Slovakia,Construction & Engineering,322.0,61.6,11879987.0,2815229.0,35,20,2013,SVK,11879987.0,5431752,108152985339.05351
511,247Group,Germany,Ecommerce,321.2,61.5,8252369.0,1959221.0,20,8,2016,DEU,3735278366.0,83797985,3824049172030.187
512,illimity Bank,Italy,Fintech Financial Services & Insurance,320.4,61.4,324614497.0,77224189.0,854,350,2018,ITA,6072359015.0,58940425,1919988802837.6548
513,Hostinger,Lithuania,IT & Software,319.2,61.2,69603000.0,16605262.0,816,448,2012,LTU,264994121.0,2831639,66481805204.9781
514,Alfametal,Spain,Waste management & recycling,319.1,61.2,215618050.0,51449033.0,88,64,2014,ESP,1443070953.0,47778340,1328053696748.224
515,Liota Bau,Germany,Construction & Engineering,318.6,61.2,4117254.0,983688.0,29,16,2018,DEU,3735278366.0,83797985,3824049172030.187
516,LoveRaw,UK,Wholesale,317.8,61.1,3417966.0,857321.0,15,8,2013,GBR,5744139508.0,66971395,2893534419072.2114
517,E-Globe (Climamarket),Italy,Ecommerce,317.6,61.0,27022909.0,6470891.0,38,13,2009,ITA,6072359015.0,58940425,1919988802837.6548
518,Tresun,Italy,Energy & Utilities,317.5,61.0,4543573.0,1088247.0,65,19,2014,ITA,6072359015.0,58940425,1919988802837.6548
519,Schmabo,Germany,Construction & Engineering,317.0,61.0,4530000.0,1086292.0,15,3,2010,DEU,3735278366.0,83797985,3824049172030.187
520,Bou,Finland,Advertising & Marketing,316.1,60.8,2351000.0,565000.0,25,5,2018,FIN,522337495.0,5556106,264758103263.71317
521,Samy Alliance,Spain,Advertising & Marketing,315.6,60.8,50762454.0,12213158.0,358,96,2012,ESP,1443070953.0,47778340,1328053696748.224
522,Infrastructure Services,France,IT & Software,313.9,60.6,2433615.0,588036.0,3,1,2015,FRA,3336947062.0,67971311,2603175697935.03
523,Linker Media,Croatia,Advertising & Marketing,313.5,60.5,3261498.0,788748.0,10,1,2018,HRV,45889717.0,3855600,67067766507.33766
524,Tecno10,Italy,Professional Scientific & Technical Services,313.3,60.5,4903443.0,1186404.0,4,1,2018,ITA,6072359015.0,58940425,1919988802837.6548
525,CVEP,Germany,Automotive,313.2,60.5,3310000.0,801000.0,15,3,2016,DEU,3735278366.0,83797985,3824049172030.187
526,Elemental CoSec,UK,Legal & Accounting Services,311.6,60.3,8933856.0,2274869.0,46,21,2011,GBR,5744139508.0,66971395,2893534419072.2114
527,Smart Battery Solutions,Germany,Electrical Manufacturing,311.6,60.3,25046000.0,6085600.0,108,51,2010,DEU,3735278366.0,83797985,3824049172030.187
528,Pegaso Security,Italy,Professional Scientific & Technical Services,310.2,60.1,17833970.0,4347392.0,600,200,2017,ITA,6072359015.0,58940425,1919988802837.6548
529,Edu Group,Italy,Wholesale,309.4,60.0,40756057.0,9953903.0,3,3,2017,ITA,6072359015.0,58940425,1919988802837.6548
530,Iocoli,Italy,Manufacturing,306.9,59.6,6176133.0,1517937.0,35,8,2008,ITA,6072359015.0,58940425,1919988802837.6548
531,Lammertz-Elektrotechnik,Germany,Electrical Manufacturing,306.8,59.6,5729109.0,1408377.0,48,14,2018,DEU,3735278366.0,83797985,3824049172030.187
532,Cargo Regency,Netherlands,Logistics & Transportation,305.8,59.5,11031976.0,2718742.0,13,7,2013,NLD,367871630.0,17700982,945503780118.286
533,Speech Graphics,UK,IT & Software,305.5,59.5,1918840.0,495950.0,42,19,2010,GBR,5744139508.0,66971395,2893534419072.2114
534,Zenfulfillment,Germany,Logistics & Transportation,304.7,59.4,14280020.0,3528311.0,19,9,2016,DEU,3735278366.0,83797985,3824049172030.187
535,Steelhome,Italy,Construction & Engineering,304.7,59.4,4140299.0,1023068.0,12,9,2016,ITA,6072359015.0,58940425,1919988802837.6548
536,Teamservice,Italy,IT & Software,303.8,59.2,7037495.0,1742626.0,31,14,1999,ITA,6072359015.0,58940425,1919988802837.6548
537,Guarda Medical,Italy,Pharmaceuticals & Cosmetics,302.8,59.1,4630999.0,1149583.0,9,4,2015,ITA,6072359015.0,58940425,1919988802837.6548
538,Bauer Solar,Germany,Energy & Utilities,302.0,59.0,151069000.0,37576000.0,25,17,2012,DEU,3735278366.0,83797985,3824049172030.187
539,Techspert,UK,Professional Scientific & Technical Services,301.5,58.9,3390301.0,884905.0,85,28,2015,GBR,5744139508.0,66971395,2893534419072.2114
540,BDP,Italy,Construction & Engineering,301.4,58.9,14624321.0,3643651.0,28,5,2011,ITA,6072359015.0,58940425,1919988802837.6548
541,Bimon,Italy,Professional Scientific & Technical Services,301.2,58.9,2043525.0,509357.0,4,1,2015,ITA,6072359015.0,58940425,1919988802837.6548
542,Monogrid,Italy,IT & Software,300.7,58.8,3698788.0,923125.0,43,14,2016,ITA,6072359015.0,58940425,1919988802837.6548
543,Déco,Italy,Furniture & Interiors,300.5,58.8,28821454.0,7196666.0,23,21,2010,ITA,6072359015.0,58940425,1919988802837.6548
544,Co.Fal,Italy,Construction & Engineering,299.0,58.6,3118141.0,781504.0,6,2,2013,ITA,6072359015.0,58940425,1919988802837.6548
545,Italy Car Rent,Italy,Logistics & Transportation,298.4,58.5,36272231.0,9105618.0,117,46,2010,ITA,6072359015.0,58940425,1919988802837.6548
546,Allea,France,Management Consulting,297.6,58.4,1779925.0,447650.0,20,7,2016,FRA,3336947062.0,67971311,2603175697935.03
547,Love Finance,UK,Fintech Financial Services & Insurance,297.5,58.4,2108073.0,555810.0,23,8,2012,GBR,5744139508.0,66971395,2893534419072.2114
548,Billion Dollar Boy,UK,Advertising & Marketing,297.3,58.4,29758498.0,7849569.0,110,50,2014,GBR,5744139508.0,66971395,2893534419072.2114
549,Gambling.com Group,UK,Advertising & Marketing,297.1,58.4,71286621.0,17160400.0,393,112,2006,GBR,5744139508.0,66971395,2893534419072.2114
550,Longo Group,Latvia,Automotive,297.0,58.3,44719585.0,11264133.0,135,69,2017,LVA,318627491.0,1879383,38341032547.42697
551,Skills Consulting,Italy,Education & Social Services,296.6,58.3,4613804.0,1163347.0,32,14,2013,ITA,6072359015.0,58940425,1919988802837.6548
552,Diez,Germany,Wholesale,296.5,58.3,2494000.0,629000.0,6,3,2012,DEU,3735278366.0,83797985,3824049172030.187
553,Punto Parquet Toscana S.r.l.s.,Italy,Construction & Engineering,295.6,58.2,2335769.0,590508.0,12,7,2018,ITA,6072359015.0,58940425,1919988802837.6548
554,Rehl Energy,Germany,Wholesale,295.2,58.1,16693021.0,4223443.0,33,10,2016,DEU,3735278366.0,83797985,3824049172030.187
555,Ekom,Italy,Waste management & recycling,295.2,58.1,5217312.0,1320321.0,8,4,2015,ITA,6072359015.0,58940425,1919988802837.6548
556,Doctify,UK,Health Care & Life Sciences,295.0,58.1,5456706.0,1447744.0,91,33,2014,GBR,5744139508.0,66971395,2893534419072.2114
557,Xilia,Italy,Furniture & Interiors,295.0,58.1,3037042.0,768874.0,8,7,2017,ITA,6072359015.0,58940425,1919988802837.6548
558,Evora Global,UK,Real Estate,294.7,58.0,14573234.0,3869945.0,49,36,2011,GBR,5744139508.0,66971395,2893534419072.2114
559,Ciocomiti,Italy,Food & Beverages,293.8,57.9,2076660.0,527365.0,27,12,2016,ITA,6072359015.0,58940425,1919988802837.6548
560,Instinct3,Germany,Advertising & Marketing,293.1,57.8,7032989.0,1789059.0,42,6,2018,DEU,3735278366.0,83797985,3824049172030.187
561,BPV,Germany,Professional Scientific & Technical Services,292.9,57.8,42786981.0,10889993.0,150,64,2013,DEU,3735278366.0,83797985,3824049172030.187
562,Theon International,Cyprus,Aerospace & Defence,292.7,57.8,147386179.0,37530263.0,247,107,1997,CYP,149474109.0,1251488,27398966222.420685
563,Esco Gas,Italy,Energy & Utilities,291.8,57.7,2088452.0,532975.0,8,6,2012,ITA,6072359015.0,58940425,1919988802837.6548
564,AllgäuQuelle Naturprodukte,Germany,Health Care & Life Sciences,291.6,57.6,2205014.0,563097.0,20,4,2017,DEU,3735278366.0,83797985,3824049172030.187
565,Screen Pharma S.r.l.s.,Italy,Pharmaceuticals & Cosmetics,291.3,57.6,2282838.0,583422.0,5,3,2006,ITA,6072359015.0,58940425,1919988802837.6548
566,CrowdProperty,UK,Fintech Financial Services & Insurance,291.2,57.6,7528052.0,2016759.0,49,27,2013,GBR,5744139508.0,66971395,2893534419072.2114
567,Gpainnova,Spain,Mechanical & Plant Engineering,290.6,57.5,23056339.0,5902390.0,187,56,2013,ESP,1443070953.0,47778340,1328053696748.224
568,Maraelite KFT,Hungary,Retail,289.3,57.3,2367258.0,735652.0,4,3,2016,HUN,240441941.0,9643048,166111976935.68777
569,Dreamix,Bulgaria,IT & Software,289.1,57.3,12160000.0,3125000.0,169,57,2006,BGR,42711231.0,6465097,84627257359.31952
570,eniosol,Germany,Energy & Utilities,287.8,57.1,5908408.0,1523410.0,15,2,2015,DEU,3735278366.0,83797985,3824049172030.187
571,Autoeasy,France,Automotive,285.4,56.8,5206016.0,1350821.0,6,3,2011,FRA,3336947062.0,67971311,2603175697935.03
572,fsk industries,Germany,Mechanical & Plant Engineering,285.0,56.7,4624265.0,1201213.0,20,7,2017,DEU,3735278366.0,83797985,3824049172030.187
573,M.K. Trading,Italy,Food & Beverages,283.6,56.5,7345672.0,1914842.0,1,1,2013,ITA,6072359015.0,58940425,1919988802837.6548
574,TMP Group,Italy,Advertising & Marketing,283.6,56.5,5834997.0,1521232.0,26,15,2012,ITA,6072359015.0,58940425,1919988802837.6548
575,Sun-Times,Italy,Advertising & Marketing,282.7,56.4,8136969.0,2126054.0,65,20,2006,ITA,6072359015.0,58940425,1919988802837.6548
576,OGA - One Generation Ahead,Italy,Wholesale,282.6,56.4,7399083.0,1934088.0,2,1,2007,ITA,6072359015.0,58940425,1919988802837.6548
577,energiePLUSagrar,Germany,Energy & Utilities,282.2,56.3,6638324.0,1736993.0,5,4,2018,DEU,3735278366.0,83797985,3824049172030.187
